Title,Discipline1,Discipline2,More
Journal of Physiology and Pharmacology,Farmacja,Fizjologia,
Journal of Plant Protection Research,Botanika,Rolnictwo,
Journal of Positive Management,Organizacja i zarządzanie,,
Journal of Power Technologies,Ciepłownictwo,,
Journal of Pre-Clinical and Clinical Research,Medycyna,,
Journal of Stomatology,Medycyna,Stomatologia,
Journal of Urban Ethnology,Etnologia,,
Jurysta,Prawo,,
Kalendarz Bydgoski,Historia i archiwistyka,,
Karbo,Górnictwo,,
Karta,Historia i archiwistyka,,
Katecheta,Reliogioznawstwa i teologia,,
Kino,Kulturoznawstwo,,
Klinika Oczna,Medycyna,Okulistyka,
Klio,Historia i archiwistyka,,
Kognitywistyka i Media w Edukacji,Kognitywistyka,Pedagogika,Psychologia
Komunikaty Mazursko-Warmińskie,Historia i archiwistyka,,
Komunikaty Rybackie,Rybołówstwo i rybactwo,,
Konińskie Studia Językowe,Językoznawstwo,,
Konspekt,Kulturoznawstwo,Pedagogika,
Konsumpcja i Rozwój,Ekonomia,,
Konteksty Kultury,Kulturoznawstwo,Literaturoznawstwo,
Konteksty. Polska Sztuka Ludowa,Antropologia kulturowa,Sztuka,
Kontrola Państwowa,Administracja,,
Kortowski Przegląd Prawniczy,Prawo,,
Kosmos,Nauki przyrodnicze,,
Koszalińskie Zeszyty Muzealne,Historia i archiwistyka,Muzealnictwo,
Krakowski Rocznik Archiwalny,Historia i archiwistyka,,
Krakowskie Studia Małopolskie,Historia i archiwistyka,,
Krakowskie Studia Międzynarodowe,Ekonomia,Stosunki międzynarodowe,
Krakowskie Studia z Historii Państwa i Prawa,Prawo,,
Kresy,Kulturoznawstwo,,
Kronika Bydgoska,Historia i archiwistyka,,
Kronika Miasta Łodzi,Historia i archiwistyka,Kulturoznawstwo,
Kronika Zamkowa,Muzealnictwo,Sztuka,
Kulon,Ochrona środowiska,Zoologia,
Kultura (Paryż),Filologia,,
Kultura i Edukacja,Kulturoznawstwo,Pedagogika,Socjologia
Kultura i Społeczeństwo,Kulturoznawstwo,,
Kultura i Wartości,Kulturoznawstwo,,
Kultura Liberalna,Kulturoznawstwo,,
Kultura Popularna,Kulturoznawstwo,,
Kultura Wsi,Kulturoznawstwo,,
Kultura Współczesna,Kulturoznawstwo,,
Kwarta,Historia i archiwistyka,,
Kwartalnik Architektury i Urbanistyki,Architektura,,
Kwartalnik Artystyczny,Filologia,Kulturoznawstwo,Sztuka
Kwartalnik Bellona,Wojskowość i policja,,
Kwartalnik Edukacyjny,Pedagogika,,
Kwartalnik Filmowy,Teatr i film,,
Kwartalnik Filozoficzny,Filozofia,,
Kwartalnik Historii Kultury Materialnej,Historia i archiwistyka,Kulturoznawstwo,
Kwartalnik Historii Nauki i Techniki,Nauka,Nauki techniczne,
Kwartalnik Historii Żydów,Historia i archiwistyka,,
Kwartalnik Historyczny,Historia i archiwistyka,,
Kwartalnik Językoznawczy,Językoznawstwo,,
Kwartalnik Kolegium Ekonomiczno-Społecznego Studia i Prace,Ekonomia,Nauki polityczne,
Kwartalnik Krajowej Szkoły Sądownictwa i Prokuratury,Prawo,,
Kwartalnik Nauk o Przedsiębiorstwie,Organizacja i zarządzanie,Organizacja przedsiębiorstwa,
Kwartalnik Neofilologiczny,Językoznawstwo,,
Kwartalnik Pedagogiczny,Pedagogika,,
Kwartalnik Polonicum,Językoznawstwo,Pedagogika,
Kwartalnik Polonistyczny. Konteksty Kulturowe,Językoznawstwo,Kulturoznawstwo,
Kwartalnik Prawa Podatkowego,Podatki,Prawo,
Kwartalnik Prawa Prywatnego (1938),Prawo,,
Kwartalnik Prawa Prywatnego (1992),Prawo,,
Kwartalnik Prawa Publicznego,Prawo,,
Kwartalnik Sądowy Apelacji Gdańskiej,Prawo,,
Kwartalnik TES,Reliogioznawstwa i teologia,,
Laboratorium,Chemia,Farmacja,
Landform Analysis,Geologia,,
Las Polski,Leśnictwo,Przemysł drzewny,
Latarnia Morska,Filologia,Sztuka,
Lectiones & Acroases Philosophicae,Filozofia,,
Lek w Polsce,Farmacja,,
Leśne Prace Badawcze,Leśnictwo,,
Limnological Papers,Hydrobiologia,Hydrologia,
Limnological Review,Hydrobiologia,Hydrologia,
Lingua ac Communitas,Filozofia,,
Linguistica Copernicana,Językoznawstwo,,
Linguistics Applied,Językoznawstwo,,
Linguodidactica,Językoznawstwo,,
LingVaria,Językoznawstwo,,
Lingwistyka Stosowana,Językoznawstwo,,
LiteRacje,Filologia,Filozofia,"Kulturoznawstwo, Sztuka"
Literaport. Revue annuelle de la littérature francophone,Filologia,,
Literatura i Kultura Popularna,Kulturoznawstwo,Literaturoznawstwo,
Literatura Ludowa,Literaturoznawstwo,,
Literatura na Świecie,Literaturoznawstwo,,
Literaturoznawstwo,Literaturoznawstwo,,
Littera Antiqua,Literaturoznawstwo,,
Litteraria,Kulturoznawstwo,Literaturoznawstwo,
Litteraria Copernicana,Literaturoznawstwo,,
Liturgia Sacra,Reliogioznawstwa i teologia,,
LogForum,Gospodarka i planowanie,Logistyka,
Logic and Logical Philosophy,Filozofia,,
Logistics and Transport,Logistyka,Transport,
Logistyka,Logistyka,Organizacja przedsiębiorstwa,Transport
Logistyka Odzysku,Logistyka,Ochrona środowiska,
Logopeda,Logopedia,,
Logopedia,Logopedia,,
Logos i Ethos,Filozofia,Reliogioznawstwa i teologia,
Lubelski Rocznik Pedagogiczny,Pedagogika,,
Lud,Antropologia kulturowa,Etnologia,
Łambinowicki Rocznik Muzealny,Historia i archiwistyka,,
Magazyn Ex,Górnictwo,Inżynieria,
Magazyn Pielęgniarki i Położnej,Medycyna,Pielęgniarstwo, Położnictwo
Magazyn Stomatologiczny,Medycyna,Stomatologia,
Magazyn Weterynaryjny,Weterynaria,,
Management,Organizacja i zarządzanie,,
Management Forum,Ekonomia,Organizacja i zarządzanie,
Marketing i Rynek,Marketing,,
Mars,Wojskowość i policja,,
Masovia,Historia i archiwistyka,,
Materials Science Poland,Materiałoznawstwo,,
Materiały Ceramiczne,Przemysł chemiczny,,
Materiały do Dziejów Kultury i Sztuki Bydgoszczy i Regionu,Historia i archiwistyka,Kulturoznawstwo,Sztuka
Materiały Elektroniczne,Elektrotechnika,,
Materiały Muzeum Etnograficznego w Toruniu,Etnologia,,
Materiały Zachodniopomorskie. Nowa Seria,Archeologia,Historia i archiwistyka,Sztuka
Meander,Filologia,Historia i archiwistyka,Kulturoznawstwo
"Media, Kultura, Społeczeństwo",Dziennikarstwo i media,Kulturoznawstwo,
Medical and Biological Sciences,Biologia,Medycyna,
Medical Science Review. Hepatologia,Choroby układu krążenia,Medycyna,
Medical Tribune,Medycyna,,
Medicina Sportiva,Kultura fizyczna i sport,Medycyna,
Medicina Sportiva Practica,Kultura fizyczna i sport,Medycyna,
Mediterraneum,Nauki polityczne,,
Medycyna,Medycyna,,
Medycyna Dydaktyka Wychowanie,Medycyna,Pedagogika,
Medycyna Paliatywna,Medycyna,,
Medycyna Paliatywna w Praktyce,Medycyna,,
Medycyna Pracy,Medycyna,Medycyna pracy,Toksykologia
Medycyna Praktyczna,Medycyna,Patologia,
Medycyna Weterynaryjna,Weterynaria,,
Meritum,Historia i archiwistyka,,
Meritum. Mazowiecki Kwartalnik Edukacyjny,Pedagogika,,
Metody Ilościowe w Badaniach Ekonomicznych,Ekonomia,,
Metrology and Measurement Systems,Nauki techniczne,,
Miesięcznik Ubezpieczeniowy,Ubezpieczenia,,
Między Oryginałem a Przekładem,Filologia,,
Między Wisłą a Pilicą,Historia i archiwistyka,,
Międzynarodowe Prawo Humanitarne,Prawo,,
Mineralogia,Minearologia,,
Miscellanea Historico-Archivistica,Historia i archiwistyka,,
Miscellanea Historico-Iuridica,Prawo,,
Miscellanea Posttotalitariana Wratislaviensia,Nauki społeczne,,
Młoda Polonistyka,Językoznawstwo,,
Młody Technik,Nauki techniczne,,
Modus. Prace z Historii Sztuki,Sztuka,,
Molecular Physics Reports,Fizyka,,
Monitor Podatkowy,Administracja,Podatki,
Monitor Prawa Bankowego,Prawo,,
Monitor Prawa Celnego i Podatkowego,Podatki,Prawo,
Monitor Prawa Handlowego,Prawo,,
Monitor Prawa Pracy,Prawo,,
Monitor Prawniczy,Prawo,,
Monitor Ubezpieczeniowy,Ubezpieczenia,,
Monitoring Środowiska Przyrodniczego,Ochrona środowiska,,
Mówią Wieki,Historia i archiwistyka,,
Mrągowskie Studia Humanistyczne,Nauki humanistyczne,,
Multiple Criteria Decision Making,Ekonomia,Matematyka,Statystyka
Muzealnictwo,Muzealnictwo,,
Muzyka,Muzyka,,
Myśl Ekonomiczna i Polityczna,Ekonomia,Nauki polityczne,
Napędy i Sterowanie,Automatyka,Informatyka,
Napis,Filologia,,
Nasza Przeszłość,Historia i archiwistyka,Reliogioznawstwa i teologia,
Nauczyciel i Szkoła,Pedagogika,,
Nauczyciele i Matematyka Plus Technologia Informacyjna,Matematyka,Pedagogika,
Nauka,Nauka,,
Nauka i Szkolnictwo Wyższe,Nauka,,
Nauka Przyroda Technologie,Ogrodnictwo i sadownictwo,Rolnictwo,Technologia żywności i żywienia
Nauki o Finansach,Finanse,,
Nauki o Wychowaniu. Studia Interdyscyplinarne,Pedagogika,,
Nauki o Zarządzaniu,Organizacja i zarządzanie,,
Nautologia,Historia i archiwistyka,Wojskowość i policja,
Nawozy i Nawożenie,Rolnictwo,,
Nefrologia i Dializoterapia Polska,Medycyna,Nefrologia,
Neodidagmata,Pedagogika,,
Neofilolog,Literaturoznawstwo,,
Neurologia Dziecięca,Medycyna,Neurologia,
Neurologia i Neurochirurgia Polska,Medycyna,Neurologia,
Neurology,Medycyna,Neurologia,
New Eastern Europe,Stosunki międzynarodowe,,
"New Educational Review, The",Pedagogika,,
Niepełnosprawność,Polityka Społeczna,,
Niepełnosprawność i Rehabilitacja,Rehabilitacja,,
Niepodległość i Pamięć,Historia i archiwistyka,,
Nierówności Społeczne a Wzrost Gospodarczy,Ekonomia,,
Nieruchomości,Nieruchomości,Prawo,
Nietoperze,Zoologia,,
Nomos,Reliogioznawstwa i teologia,,
Notae Numismaticae,Historia i archiwistyka,,
Notatki Płockie,Historia i archiwistyka,,
Notes Konserwatorski,Bibliotekoznawstwo i informacja naukowa,Sztuka,
Nowa Currenda,Prawo,,
Nowa Europa,Stosunki międzynarodowe,,
Nowa Europa Wschodnia,Stosunki międzynarodowe,,
Nowa Krytyka,Filozofia,,
Nowa Polityka Wschodnia,Nauki polityczne,Stosunki międzynarodowe,
Nowa Szkoła,Pedagogika,,
Nowy Filomata,Filologia,Historia i archiwistyka,
Nukleonika,Technika jądrowa,,
Nurt SVD,Reliogioznawstwa i teologia,,
Oceanologia,Oceanografia,,
Oceanological and Hydrobiological Studies,Hydrobiologia,Oceanografia,
Ochrona i Konserwacja Zabytków,Muzealnictwo,Sztuka,
Ochrona Powietrza i Problemy Odpadów,Ekologia,Ochrona środowiska,
Ochrona przed Korozją,Materiałoznawstwo,Przemysł chemiczny,
Ochrona Środowiska,Inżynieria sanitarna,Inżynieria środowiska,Ochrona środowiska
Ochrona Środowiska i Zasobów Naturalnych,Ochrona środowiska,,
Ochrona Zabytków,Sztuka,,
Odra,Filologia,Kulturoznawstwo,
Odrodzenie i Reformacja w Polsce,Historia i archiwistyka,Kulturoznawstwo,
Oeconomia Copernicana,Ekonomia,,
Ogólnopolski Przegląd Medyczny,Medycyna,Zdrowie i bezpieczeństwo publiczne,
Oikos,Ekologia,,
Okolice. Kwartalnik Etnologiczny,Antropologia kulturowa,Etnologia,
Okulistyka,Medycyna,Okulistyka,
Olsztyn Economic Journal,Ekonomia,,
Onkologia Polska,Medycyna,Onkologia,
Onomastica,Językoznawstwo,,
Opakowanie,Logistyka,Transport,
Opcje,Kulturoznawstwo,,
Open Chemistry,Chemia,,
Open Systems & Information Dynamics,Fizyka,Nauki przyrodnicze,
Operations Research and Decisions,Organizacja i zarządzanie,,
Opinie Edukacyjne Polskiej Akademii Umiejętności,Pedagogika,,
Opolskie Studia Administracyjno-Prawne,Administracja,Prawo,
Optica Applicata,Fizyka,,
Optimum. Studia Ekonomiczne,Ekonomia,,
Opto-Electronics Review,Elektrotechnika,Fizyka,
Opuscula Musealia,Muzealnictwo,,
Orbis Linguarum,Językoznawstwo,,
Organon,Historia i archiwistyka,,
Orońsko,Sztuka,,
Orzecznictwo Sądów Polskich,Prawo,,
Paedagogia Christiana,Pedagogika,Reliogioznawstwa i teologia,
Palamedes. A Journal of Ancient History,Historia i archiwistyka,,
Palestra,Prawo,,
Pamięć i Sprawiedliwość,Historia i archiwistyka,,
Pamiętnik Biblioteki Kórnickiej,Bibliotekoznawstwo i informacja naukowa,Historia i archiwistyka,
Pamiętnik Literacki,Literaturoznawstwo,,
Pamiętnik Słowiański,Filologia,,
Pamiętnik Sztuk Pięknych,Sztuka,,
Pamiętnik Teatralny,Teatr i film,,
Państwo i Prawo,Nauki polityczne,Prawo,
Państwo i Społeczeństwo,Nauki polityczne,,
Państwo Prawne,Prawo,,
Papers on Global Change IGBP,Geografia,,
Paragraf na Drodze,Prawo,,
Parezja,Pedagogika,,
Parki Narodowe i Rezerwaty Przyrody,Leśnictwo,,
Pastores,Reliogioznawstwa i teologia,,
Pedagogika Katolicka,Nauki o rodzinie,Pedagogika,Reliogioznawstwa i teologia
Pedagogika Rodziny,Nauki o rodzinie,Pedagogika,
Pedagogika Społeczna,Pedagogika,,
Pedagogika Szkoły Wyższej,Pedagogika,,
Pediatria Polska,Medycyna,Pediatria,
Personel i Zarządzanie,Organizacja i zarządzanie,Praca,
Personel Plus,Administracja,Prawo,
Perspectiva. Legnickie Studia Teologiczno-Historyczne,Reliogioznawstwa i teologia,,
Pestycydy,Chemia,Rolnictwo,
Philologica Wratislaviensia. Acta et Studia,Filologia,,
Philosophia,Filozofia,,
Photonics Letters of Poland,Fizyka,,
Phytopathologia,Botanika,,
Pielęgniarstwo Neurologiczne i Neurochirurgiczne,Medycyna,Pielęgniarstwo,
Pielęgniarstwo Polskie,Medycyna,Pielęgniarstwo,
Pieniądze i Więź,Ekonomia,Prawo,Socjologia
Pietas et Studium,Reliogioznawstwa i teologia,,
Piosenka,Muzyka,,
Planeta Literatur,Filologia,,
Plant Breeding and Seed Science,Rolnictwo,,
Plastyka,Sztuka,,
Pneumonologia i Alergologia Polska,Alergologia,Choroby zakaźne,"Immunologia, Medycyna, Onkologia"
Podkowiański Magazyn Kulturalny,Filologia,Kulturoznawstwo,
Podstawy i Metody Oceny Środowiska Pracy,BHP,,
Podteksty,Filologia,Kulturoznawstwo,
Pogranicze. Polish Borderlands Studies,Nauki polityczne,,
Pogranicze. Studia Społeczne,Socjologia,,
Policja,Wojskowość i policja,,
Poligrafika,Przemysł poligraficzny,,
Polilog. Studia Neofilologiczne,Filologia,,
Polimery,Chemia,Przymysł tworzyw sztucznych,
Polimery w Medycynie,Medycyna,Przymysł tworzyw sztucznych,Urządzenia medyczne
Polish Archaeology in the Mediterranean,Archeologia,,
Polish Botanical Journal,Botanika,,
"Polish Foreign Affairs Digest, the",Stosunki międzynarodowe,,
Polish Journal for American Studies,Literaturoznawstwo,,
Polish Journal of Applied Chemistry,Chemia,,
Polish Journal of Applied Sciences,Ekonomia,Inżynieria,"Medycyna, Nauki społeczne, Rolnictwo"
Polish Journal of Chemical Technology,Przemysł chemiczny,,
Polish Journal of Chemistry,Chemia,,
Polish Journal of Ecology,Ekologia,,
Polish Journal of Entomology,Zoologia,,
Polish Journal of Environmental Studies,Ochrona środowiska,,
Polish Journal of Food and Nutrition Sciences,Przemysł spożywczy,Technologia żywności i żywienia,
Polish Journal of Medical Physics and Engineering,Fizyka,Inżynieria,Medycyna
Polish Journal of Microbiology,Biologia,Mikrobiologia,
Polish Journal of Natural Sciences,Nauki przyrodnicze,,
Polish Journal of Pathology,Medycyna,Patologia,
Polish Journal of Philosophy,Filozofia,,
Polish Journal of Social Science,Pedagogika,,
Polish Journal of Soil Science,Rolnictwo,,
Polish Journal of the Arts and Culture. New Series. The,Kulturoznawstwo,,
Polish Libraries,Bibliotekoznawstwo i informacja naukowa,,
Polish Libraries Today,Bibliotekoznawstwo i informacja naukowa,,
Polish Market,Organizacja i zarządzanie,,
Polish Polar Research,Biologia,Geologia,Zoologia
Polish Political Science Yearbook,Nauki polityczne,,
Polish Psychological Bulletin,Psychologia,,
"Polish Review of International and European Law, The",Prawo,,
Polish Sociological Review,Socjologia,,
Polish Yearbook of Environmental Law,Ochrona środowiska,Prawo,
Polish Yearbook of International Law,Prawo,,
Polityka i Społeczeństwo,Nauki polityczne,Socjologia,
Polityka Społeczna,Polityka Społeczna,,
Polonia Sacra,Reliogioznawstwa i teologia,,
Polonica,Językoznawstwo,,
Polonistyka,Językoznawstwo,Pedagogika,
Polska Energetyka Słoneczna,Energetyka,,
Polska Myśl Pedagogiczna,Pedagogika,,
Polski Merkuriusz Lekarski,Medycyna,,
Polski Proces Cywilny,Prawo,,
Polski Przegląd Chirurgiczny,Chirurgia,Medycyna,
Polski Przegląd Dyplomatyczny,Stosunki międzynarodowe,,
Polski Przegląd Kartograficzny,Geodezja,,
Polski Rocznik Muzykologiczny,Muzyka,,
Polski Rocznik Praw Człowieka i Prawa Humanitarnego,Prawo,,
Polski w Praktyce,Filologia,Pedagogika,
Polskie Forum Psychologiczne,Psychologia,,
Południowosłowiańskie Zeszyty Naukowe,Językoznawstwo,Kulturoznawstwo,
"Pomiary,Automatyka, Robotyka",Automatyka,Cybernetyka,Inżynieria
Pomorski Przegląd Gospodarczy,Gospodarka i planowanie,,
Poradnik Bibliotekarza,Bibliotekoznawstwo i informacja naukowa,,
Poradnik Językowy,Językoznawstwo,,
Porównania,Filologia,,
Porta Aurea,Architektura,Sztuka,
Posiedzenia Naukowe Państwowego Instytutu Geologicznego,Geologia,,
Postępy Biochemii,Biochemia,Biologia,
Postępy Biologii Komórki,Biologia,,
Postępy Fizyki,Fizyka,,
Postępy Higieny i Medycyny Doświadczalnej,Higiena,Medycyna,
Postępy Mikrobiologii,Biologia,Mikrobiologia,
Postępy Nauk Rolniczych,Rolnictwo,,
Postępy Rehabilitacji,Rehabilitacja,,
Postępy Techniki Jądrowej,Fizyka,,
Postscriptum Polonistyczne,Filologia,Kulturoznawstwo,
Poznaj Swój Kraj,Geografia,,
Poznań Studies in Contemporary Linguistics,Językoznawstwo,,
Poznańskie Spotkania Językoznawcze,Językoznawstwo,,
Poznańskie Studia Polonistyczne. Seria Językoznawcza,Językoznawstwo,,
Poznańskie Studia Polonistyczne. Seria Literacka,Literaturoznawstwo,,
Poznańskie Studia Slawistyczne,Filologia,,
Poznańskie Studia z Filozofii Nauki,Filozofia,Nauka,
Poznańskie Zeszyty Humanistyczne,Nauki humanistyczne,,
Praca i Zabezpieczenie Społeczne,Polityka Społeczna,Praca,Ubezpieczenia
Praca Socjalna,Psychologia,,
Prace Filologiczne,Językoznawstwo,,
Prace Filologiczne. Literaturoznawstwo,Literaturoznawstwo,,
Prace Geograficzne,Geografia,,
Prace i Studia Geograficzne,Geografia,,
Prace Instytutu Elektrotechniki,Elektrotechnika,,
Prace Językoznawcze,Językoznawstwo,,
Prace Komisji Historii Nauki PAU,Historia i archiwistyka,,
Prace Komisji Krajobrazu Kulturowego,Geografia,,
Prace Komisji Nauk Rolniczych i Biologicznych. Seria B,Biologia,Rolnictwo,
Prace Naukowe Akademii im. Jana Długosza.Fizyka,Fizyka,,
Prace Naukowe Politechniki Śląskiej. Elektryka,Elektrotechnika,,
Prace Naukowe Uniwersytetu Ekonomicznego we Wrocławiu,Ekonomia,,
Prace Polonistyczne,Filologia,,
Pracownik i Pracodawca,Praca,,
Prakseologia,Organizacja i zarządzanie,,
Praktyczna Fizjoterapia i Rehabilitacja,Fizjoterapia,Rehabilitacja,
Praktyka Teoretyczna,Filozofia,,
Prawo Asekuracyjne,Prawo,Ubezpieczenia,
Prawo Budżetowe Państwa i Samorządu,Administracja,Finanse,Prawo
Prawo Europejskie w Praktyce,Prawo,,
Prawo i Kościół,Prawo,Reliogioznawstwa i teologia,
Prawo i Medycyna,Medycyna,Prawo,
Prawo i Podatki,Podatki,Prawo,
Prawo i Polityka,Nauki polityczne,Prawo,
Prawo i Środowisko,Ochrona środowiska,Prawo,
Prawo i Więź,Finanse,Prawo,
Prawo Kanoniczne,Prawo,Reliogioznawstwa i teologia,
Prawo Morskie,Prawo,,
Prawo Zamówień Publicznych,Prawo,,
Pressje,Kulturoznawstwo,Nauki polityczne,
Principia,Filozofia,,
Pro Fide Rege et Lege,Nauki polityczne,,
Probability and Mathematical Statistics,Matematyka,Statystyka,
Probacja,Prawo,,
Problemy Ekologii Krajobrazu,Ekologia,,
Problemy Higieny i Epidemiologii,Higiena,,
Problemy Humanistyki,Nauki humanistyczne,,
Problemy Jakości,Zarządzanie jakością,,
Problemy Klimatologii Polarnej,Geografia,,
Problemy Kryminalistyki,Prawo,,
Problemy Medycyny Rodzinnej,Medycyna,,
Problemy Ocen Środowiskowych,Ochrona środowiska,,
Problemy Opiekuńczo-Wychowawcze,Nauki o rodzinie,Pedagogika,
Problemy Pielęgniarstwa,Medycyna,Pielęgniarstwo,
Problemy Polityki Społecznej,Polityka Społeczna,,
Problemy Prawa Prywatnego Międzynarodowego,Prawo,,
Problemy Rozwoju Miast,Budownictwo,Geografia,
Problemy Wczesnej Edukacji,Pedagogika,,
Problemy Współczesnej Kryminalistyki,Prawo,,
Problemy Zarządzania,Organizacja i zarządzanie,,
Proceedings of ECOpole,Chemia,,
Progress in Health Sciences,Medycyna,,
Progress in Plant Protection,Botanika,Ochrona środowiska,
Progress on Chemistry and Application of Chitin and Its Derivatives,Chemia,,
Prokurator,Prawo,,
Prokuratura i Prawo,Prawo,,
Pruthenia,Historia i archiwistyka,,
Przedsiębiorczość i Zarządzanie,Ekonomia,Organizacja przedsiębiorstwa,
Przedsiębiorstwo i Region,Organizacja przedsiębiorstwa,,
Przegląd Archeologiczny,Archeologia,,
Przegląd Archiwalno-Historyczny,Historia i archiwistyka,,
