Title1,Title2,DisciplinesString
International Journal of Multicriteria Decision Making,,informatyka techniczna i telekomunikacja;nauki o zarządzaniu i jakości;informatyka
International Journal of Nano and Biomaterials,,"automatyka, elektronika i elektrotechnika;inżynieria biomedyczna;inżynieria chemiczna;inżynieria materiałowa;inżynieria mechaniczna;inżynieria środowiska, górnictwo i energetyka;nauki farmaceutyczne;nauki medyczne;nauki o zdrowiu;nauki leśne;technologia żywności i żywienia;nauki chemiczne;nauki fizyczne"
International Journal of Nanomanufacturing,,inżynieria materiałowa;inżynieria mechaniczna;nauki chemiczne
International Journal of Nanomechanics Science and Technology,,inżynieria biomedyczna;inżynieria materiałowa;inżynieria mechaniczna;nauki chemiczne
International Journal of Nanoparticles,,inżynieria biomedyczna;inżynieria chemiczna;inżynieria lądowa i transport;inżynieria materiałowa;inżynieria mechaniczna;nauki leśne;nauki chemiczne;nauki fizyczne
International Journal of Navigation and Observation,,informatyka techniczna i telekomunikacja;inżynieria lądowa i transport;geografia społeczno-ekonomiczna i gospodarka przestrzenna;astronomia
International Journal of Networking and Virtual Organisations,,informatyka techniczna i telekomunikacja;inżynieria biomedyczna;inżynieria mechaniczna;nauki o zarządzaniu i jakości
International Journal of Nuclear Energy Science and Technology,,"inżynieria mechaniczna;inżynieria środowiska, górnictwo i energetyka;nauki fizyczne"
International Journal of Nursing Education,,nauki o zdrowiu;nauki o zdrowiu
International Journal of Nursing Education Scholarship,,nauki o zdrowiu;nauki o zdrowiu
"International Journal of Nutrition, Pharmacology, Neurological Diseases",,inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne;nauki o zdrowiu;technologia żywności i żywienia
International Journal of One Health,,nauki farmaceutyczne;nauki medyczne;nauki o zdrowiu
International Journal of Open Source Software and Processes,,informatyka techniczna i telekomunikacja;informatyka
International Journal of Operational Research,,informatyka techniczna i telekomunikacja;inżynieria mechaniczna;nauki o zarządzaniu i jakości;informatyka
International Journal of Operations and Quantitative Management,,informatyka techniczna i telekomunikacja;inżynieria mechaniczna;nauki o zarządzaniu i jakości
International Journal of Optimization and Control: Theories and Applications,,"automatyka, elektronika i elektrotechnika;informatyka techniczna i telekomunikacja;inżynieria mechaniczna;informatyka;matematyka"
International Journal of Organization Theory and Behavior,,nauki o zdrowiu;nauki o polityce i administracji;nauki o zarządzaniu i jakości
International Journal of Organizational Diversity,,nauki o kulturze i religii;nauki o zarządzaniu i jakości;nauki socjologiczne
International journal of orthodontics,,inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne;nauki o zdrowiu
International Journal of Osteoporosis and Metabolic Disorders,,inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne;nauki o zdrowiu;nauki biologiczne
International Journal of Pavement Research and Technology,,architektura i urbanistyka;inżynieria biomedyczna;inżynieria lądowa i transport;inżynieria materiałowa
International Journal of Pedagogy and Curriculum,,pedagogika;pedagogika
International Journal of Pediatrics and Adolescent Medicine,,inżynieria biomedyczna;nauki medyczne;nauki o zdrowiu
International Journal of Peptides,,inżynieria biomedyczna;nauki farmaceutyczne;nauki o zdrowiu;nauki leśne;rolnictwo i ogrodnictwo;technologia żywności i żywienia;weterynaria;nauki biologiczne;nauki chemiczne
International Journal of Performability Engineering,,"informatyka techniczna i telekomunikacja;inżynieria biomedyczna;inżynieria lądowa i transport;inżynieria mechaniczna;inżynieria środowiska, górnictwo i energetyka;nauki o bezpieczeństwie"
International Journal of Performance Arts and Digital Media,,nauki o kulturze i religii;nauki o sztuce;nauki o komunikacji społecznej i mediach
International Journal of Pharma Medicine and Biological Sciences,,inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne;nauki o zdrowiu;rolnictwo i ogrodnictwo;technologia żywności i żywienia;nauki biologiczne;nauki chemiczne
International Journal of Pharmaceutical Compounding,,inżynieria biomedyczna;nauki farmaceutyczne;nauki o zdrowiu
International Journal of Pharmaceutical Quality Assurance,,nauki farmaceutyczne;nauki farmaceutyczne
International Journal of Plant Biology,,nauki farmaceutyczne;nauki leśne;rolnictwo i ogrodnictwo;nauki biologiczne
International Journal of Plant Genomics,,inżynieria biomedyczna;nauki farmaceutyczne;nauki o zdrowiu;nauki leśne;rolnictwo i ogrodnictwo;technologia żywności i żywienia;nauki biologiczne
International Journal of Plasma Environmental Science and Technology,,"automatyka, elektronika i elektrotechnika;inżynieria chemiczna;inżynieria materiałowa;inżynieria środowiska, górnictwo i energetyka;rolnictwo i ogrodnictwo;nauki biologiczne"
International Journal of Play,,historia;nauki o kulturze i religii;nauki socjologiczne
International Journal of Play Therapy,,nauki o kulturze fizycznej;nauki o zdrowiu;psychologia
International Journal of Postharvest Technology and Innovation,,rolnictwo i ogrodnictwo;technologia żywności i żywienia
International Journal of Poultry Science,,technologia żywności i żywienia;weterynaria;zootechnika i rybactwo
International Journal of Power and Energy Conversion,,"inżynieria mechaniczna;inżynieria środowiska, górnictwo i energetyka;nauki chemiczne"
International Journal of Power Electronics,,"automatyka, elektronika i elektrotechnika;inżynieria biomedyczna"
International Journal of Power Electronics and Drive Systems,,"automatyka, elektronika i elektrotechnika;inżynieria biomedyczna;inżynieria środowiska, górnictwo i energetyka"
International Journal of Powertrains,,"inżynieria lądowa i transport;inżynieria środowiska, górnictwo i energetyka"
International Journal of Private Law,,nauki prawne;prawo kanoniczne
International Journal of Probiotics and Prebiotics,,inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne;nauki o zdrowiu;technologia żywności i żywienia;weterynaria;zootechnika i rybactwo;nauki biologiczne
International Journal of Process Management and Benchmarking,,informatyka techniczna i telekomunikacja;inżynieria mechaniczna;nauki o zarządzaniu i jakości
International Journal of Procurement Management,,nauki o zarządzaniu i jakości;nauki o zarządzaniu i jakości
International Journal of Product Development,,inżynieria mechaniczna;nauki o zarządzaniu i jakości
International Journal of Product Lifecycle Management,,"inżynieria biomedyczna;inżynieria lądowa i transport;inżynieria mechaniczna;inżynieria środowiska, górnictwo i energetyka;nauki o zarządzaniu i jakości"
International Journal of Productivity and Quality Management,,nauki o zarządzaniu i jakości;nauki o zarządzaniu i jakości
International Journal of Prognostics and Health Management,,informatyka techniczna i telekomunikacja;inżynieria biomedyczna;inżynieria lądowa i transport;nauki o zdrowiu
International Journal of Project Organisation and Management,,nauki o zarządzaniu i jakości;nauki o zarządzaniu i jakości
International Journal of Proteomics,,inżynieria biomedyczna;nauki farmaceutyczne;nauki medyczne;nauki o zdrowiu;nauki leśne;rolnictwo i ogrodnictwo;technologia żywności i żywienia;weterynaria;zootechnika i rybactwo;nauki biologiczne;nauki chemiczne
International Journal of Psychoanalytic Self Psychology,,nauki medyczne;nauki o zdrowiu;psychologia
International Journal of Psychology and Psychological Therapy,,nauki o zdrowiu;psychologia
International Journal of Psychosocial Rehabilitation,,nauki o kulturze fizycznej;nauki o zdrowiu;psychologia
International Journal of Public Law and Policy,,nauki o polityce i administracji;nauki prawne;nauki socjologiczne;prawo kanoniczne
International Journal of Public Policy,,ekonomia i finanse;nauki o polityce i administracji;nauki o zarządzaniu i jakości;nauki socjologiczne
International Journal of Public Sector Performance Management,,nauki o polityce i administracji;nauki o zarządzaniu i jakości
International Journal of Quality Engineering and Technology,,"architektura i urbanistyka;informatyka techniczna i telekomunikacja;inżynieria biomedyczna;inżynieria lądowa i transport;inżynieria mechaniczna;inżynieria środowiska, górnictwo i energetyka;nauki o bezpieczeństwie;nauki o zarządzaniu i jakości"
International Journal of Radio Frequency Identification Technology and Applications,,"automatyka, elektronika i elektrotechnika;informatyka techniczna i telekomunikacja;inżynieria biomedyczna"
International Journal of Reasoning-based Intelligent Systems,,informatyka techniczna i telekomunikacja;inżynieria biomedyczna;inżynieria lądowa i transport;inżynieria mechaniczna;informatyka
International Journal of Recycling of Organic Waste in Agriculture,,"inżynieria mechaniczna;inżynieria środowiska, górnictwo i energetyka;rolnictwo i ogrodnictwo;technologia żywności i żywienia;nauki chemiczne"
International Journal of Regional and Local History,,historia;historia
International Journal of Reliability and Safety,,informatyka techniczna i telekomunikacja;inżynieria biomedyczna;inżynieria lądowa i transport;inżynieria mechaniczna;nauki o bezpieczeństwie
International Journal of Religion and Spirituality in Society,,nauki o kulturze i religii;nauki socjologiczne;prawo kanoniczne;nauki teologiczne
International Journal of Religious Tourism and Pilgrimage,,nauki o kulturze i religii;architektura i urbanistyka;geografia społeczno-ekonomiczna i gospodarka przestrzenna;nauki o zarządzaniu i jakości;nauki socjologiczne;prawo kanoniczne;nauki teologiczne
International Journal of Research in Pharmaceutical Sciences,,nauki farmaceutyczne;nauki medyczne
International Journal of Retina and Vitreous,,inżynieria biomedyczna;nauki medyczne;nauki o zdrowiu
International Journal of Revenue Management,,nauki o zarządzaniu i jakości;nauki o zarządzaniu i jakości
International Journal of Risk Assessment and Management,,informatyka techniczna i telekomunikacja;inżynieria lądowa i transport;inżynieria mechaniczna;nauki o zarządzaniu i jakości;nauki socjologiczne
International Journal of Rural Management,,"architektura i urbanistyka;inżynieria środowiska, górnictwo i energetyka;rolnictwo i ogrodnictwo;geografia społeczno-ekonomiczna i gospodarka przestrzenna;nauki o zarządzaniu i jakości"
International Journal of Safety and Security Engineering,,"architektura i urbanistyka;inżynieria biomedyczna;inżynieria lądowa i transport;inżynieria mechaniczna;inżynieria środowiska, górnictwo i energetyka;rolnictwo i ogrodnictwo;nauki o bezpieczeństwie"
International Journal of School and Educational Psychology,,pedagogika;psychologia
"International Journal of Science, Mathematics and Technology Learning",,"inżynieria lądowa i transport;inżynieria mechaniczna;inżynieria środowiska, górnictwo i energetyka;astronomia;nauki fizyczne"
International Journal of Security and Networks,,informatyka techniczna i telekomunikacja;inżynieria biomedyczna;inżynieria lądowa i transport;nauki o bezpieczeństwie;informatyka
"International Journal of Sensors, Wireless Communications and Control",,"automatyka, elektronika i elektrotechnika;informatyka techniczna i telekomunikacja;inżynieria biomedyczna;inżynieria mechaniczna;inżynieria środowiska, górnictwo i energetyka;informatyka"
