Title1,Title2,DisciplineIdsString
Journal of Celtic Linguistics,,104
Journal of Central Banking Theory and Practice,Journal of Central Banking Theory and Practice,501 506
Journal of Central South University (Medical Sciences),,204 301 302 304
Journal of Chemical Technology and Metallurgy,,204 205 207 208 301 605
Journal of Chengdu University of Technology (Science and Technology Edition),,206 607
Journal of Child and Adolescent Trauma,,204 302 304
Journal of Children and Poverty,,304 501 508 509
Journal of China Pharmaceutical University,,301 304
Journal of China Universities of Posts and Telecommunications,,202 203 204 602
Journal of Chinese Institute of Food Science and Technology,,205 301 402 403
Journal of Chinese Mass Spectrometry Society,,202 204 606
Journal of Chinese Medicine,,204 302 304
Journal of Chinese Military History,,103 106 503
Journal of Chinese Pharmaceutical Sciences,,301
Journal of Chinese Religions,,106
Journal of Chinese Soil and Water Conservation,,206 402
Journal of Chiropractic Humanities,,304
Journal of Circadian Rhythms,,204 301 302 303 304 402 604
Journal of Circulating Biomarkers,,204 301 302 304 404 604
Journal of Classroom Interaction,,508 509
Journal of Clinical and Aesthetic Dermatology,,204 301 302 304
Journal of Clinical and Experimental Dentistry,,302
Journal of Clinical and Translational Endocrinology: Case Reports,,204 302 304
Journal of Clinical Dentistry,,302
Journal of Clinical Dermatology,,301 302 304
Journal of Clinical Ethics,,102 204 301 302 304
Journal of Clinical Neuromuscular Disease,,204 301 302 304 404
Journal of clinical orthodontics : JCO,,204 301 302 304
Journal of Clinical Orthopaedics and Trauma,,204 302 304 404
Journal of Clinical Outcomes Management,,204 301 302 304 404
Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,,204 301 302 304
Journal of Coatings Technology Research,,204 205 207 208 402 605
Journal of College Reading and Learning,,104
Journal of Coloproctology,,204 302 304
Journal of Combinatorial Mathematics and Combinatorial Computing,,203 602 603
Journal of Commercial Biotechnology,,204 301 304 402 403 405 501 604
Journal of Commonwealth and Postcolonial Studies,,103 105 106 505
Journal of Communicable Diseases,,302 304 604
Journal of Communication in Healthcare,,204 302 304 504
Journal of Communications,,202 203 204
Journal of Communications Software and Systems,,202 203 204 602
Journal of Community Archaeology and Heritage,,101 201
Journal of Community Eye Health,,204 302 304
Journal of Community Nursing,,304
Journal of Comparative Asian Development,,501 503 505
Journal of Comparative Social Work,,304 503 508
Journal of Complementary and Integrative Medicine,,204 302 304
Journal of Comprehensive Pediatrics,,302 304
Journal of Computational Analysis and Applications,,202 203 206 602 603
Journal of Computational and Applied Research in Mechanical Engineering,,202 204 206 207 208
Journal of Computational and Theoretical Nanoscience,,202 203 204 207 208 301 402 403 602 605 606
Journal of Computational Dynamics,,202 203 207 208 602 603
Journal of Computational Multiphase Flows,,203 204 205 206 208 209 601 606
Journal of Computer Science,,203 204 602
Journal of Computers (Taiwan),,203 204 602
Journal of Computing and Information Technology,,203 204 602
Journal of Computing Science and Engineering,,203 204 206 208 209 602
Journal of Conservative Dentistry,,302
Journal of Contemporary Dental Practice,,302
"Journal of Content, Community and Communication",,504
Journal of Coptic Studies,,101 103 106 701
Journal of Corrosion Science and Engineering,,204 205 207 208 605
Journal of Criminal Justice and Popular Culture,,507
Journal of Crop Improvement,Journal of Crop Improvement,301 304 402 403 604
Journal of Crop Protection,,301 402 604
Journal of Crop Science and Biotechnology,,301 304 402 403 604
Journal of cultural diversity,,304
Journal of Current Chinese Affairs,,501 505
Journal of Current Glaucoma Practice,,204 302 304
Journal of Current Issues and Research in Advertising,,506
Journal of Current Southeast Asian Affairs,,503 505
Journal of Curriculum and Pedagogy,,509
Journal of Cutaneous and Aesthetic Surgery,,204 302 304
Journal of Cyber Security and Mobility,,203 503 602
Journal of Cyber Therapy and Rehabilitation,,203 204 302 304 509 602
Journal of dance medicine & science : official publication of the International Association for Dance Medicine & Science,,204 304
Journal of Datta Meghe Institute of Medical Sciences University,,204 302 304
Journal of Daylighting,,201 209
Journal of dental hygiene : JDH / American Dental Hygienists' Association,,204 302 304
"Journal of Dental Research, Dental Clinics, Dental Prospects",,302
Journal of Design,,106
Journal of Design and Built Environment,,201 206 209 402 502
Journal of Design Research,,201 204 206 208
Journal of Diabetes Nursing,,302 304
Journal of diabetes science and technology,,204 207 301 302 304 403 604 605
Journal of Dietary Supplements,,301 302 304 402 403 404
"Journal of Direct, Data and Digital Marketing Practice",,506
Journal of Disability and Religion,,106 301 302 304 509 510
Journal of Distribution Science,,501 506
Journal of Divorce and Remarriage,,106 304 501 507 508 510
Journal of Dong Hua University (English Edition),,204 207 208
Journal of Drug and Alcohol Research,,301 302 304
Journal of Drug Policy Analysis,,301 302 304 505 508
Journal of Dynamic Behavior of Materials,,204 207 208 605 606
Journal of Dynamics and Control,,202 207 208 501 602 603
Journal of Eastern European and Central Asian Research,,106 501 506
Journal of Ecology and Environment,,201 206 209 304 401 402 604
Journal of Ecology and Rural Environment,,206 304 401 402 502 506
Journal of Economic and Social Measurement,,304 501 506 508
Journal of Economic Asymmetries,,501
Journal of Economic Cooperation and Development,,501 505 506
Journal of Economic Development,,501
Journal of Economic Structures,,304 501
Journal of Economic Theory and Econometrics,,501
Journal of Economics and Finance,,501 506
"Journal of Economics, Finance and Administrative Science",,501 506
Journal of Ecotourism,,201 502 506
Journal of Education for Library and Information Science,,504 506
Journal of Educational Media and Library Science,,106 504 506
"Journal of Educational Media, Memory, and Society",,103 508
Journal of Educational Multimedia and Hypermedia,,203 204
"Journal of Educational, Cultural and Psychological Studies",,509 511
Journal of Educators Online,,509
Journal of Electrical and Electronics Engineering,,202 204
Journal of Electrical Bioimpedance,,202 204 207 301 302 604 606
Journal of Electronic Publishing,,203 602
Journal of Electronic Resources in Medical Libraries,,301 304 504
Journal of Electronic Resources Librarianship,,504
Journal of Electronic Science and Technology,,202 204 602
Journal of Emergency Management,,204 206 208 301 302 304 503 506
Journal of emergency medical services : JEMS,,204 301 302 304
"Journal of Emergency Medicine, Trauma and Acute Care",,204 302 304
Journal of Empirical Generalisations in Marketing Science,,506
Journal of Endometriosis,,204 302 304
Journal of Engineering and Applied Science,,204 206 208 209
Journal of Engineering and Applied Sciences,,204 206 207 208 209
Journal of Engineering Research,,204 206 208 209
Journal of Engineering Science and Technology Review,,204 205 206 207 208 209
Journal of English Studies,,104 105 106
Journal of Enterprise Transformation,,204 208 503 506
Journal of Entomological and Acarological Research,,401 402 604
Journal of Entomological Research,,401 402 604
Journal of Entomology,,401 402 604
Journal of Entrepreneurship Education,,506
Journal of Environmental Assessment Policy and Management,,201 209 402 502 506
Journal of Environmental Engineering (Japan),,201 209 401 402
Journal of Environmental Law and Litigation,,402 502 507
Journal of Environmental Management and Tourism,,201 303 304 401 402 502 506 607
Journal of Environmental Science and Engineering,,201 204 206 209 301 304 401 402 604 607
Journal of Environmental Science and Technology,,201 209 402 604 607
Journal of Environmental Studies,,201 205 209 401 402 604 607
Journal of Environmental Studies and Sciences,,201 207 209 402 502 604 607
Journal of Equine Science,,404 405
Journal of Ethnic Foods,,106 402 403 508
Journal of Ethnology and Folkloristics,,106 508
Journal of Eurasian Studies,,103 106 503 505
Journal of European Integration History,,103 501 503 505
Journal of Evidence-Based Medicine,,204 301 302 304
Journal of Evolutionary Psychology,,511 604
Journal of Excipients and Food Chemicals,,301 402 403
Journal of Exercise Physiology Online,,204 302 304 404
Journal of Experimental Algorithmics,,203 602
Journal of Experimental and Clinical Medicine (Turkey),,204 301 302 304 404 604
Journal of Experimental and Integrative Medicine,,204 302 304
Journal of Experimental Pharmacology,,204 301 302 304 404 604
Journal of Experimental Political Science,,503 505
Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,,204 301 304 404 604
Journal of Extra-Corporeal Technology,,204 302 304
Journal of Facade Design and Engineering,,201 206
Journal of Family and Reproductive Health,,204 302 304 604
Journal of family health,,204 301 302 304
Journal of Financial Crime,,501 507
Journal of Financial Therapy,,301 304 501
Journal of Fisheries of China,,405 604
Journal of Fishery Sciences of China,,405 604
Journal of Fixed Income,,501 506
Journal of Flow Visualization and Image Processing,,203 204 206 208 602
Journal of Food Quality and Hazards Control,,301 402 403 404 405
Journal of Food Science and Biotechnology,,205 301 304 402 403 404 405 604 605
Journal of Foodservice Business Research,,403 506
Journal of Forensic Identification,,302 304 507
Journal of Forensic Odonto-Stomatology,,302 304
Journal of Forest Science,,209 401 402
Journal of Fuel Chemistry and Technology,,205 209 605
Journal of Gang Research,,106 201 304 502 507 508
Journal of Gastroenterology and Hepatology Research,,204 302 304
Journal of Genetic Engineering and Biotechnology,,204 301 302 304 402 404 604
Journal of Genomics,,204 301 302 304 402 403 404 405 604 605
Journal of GeoEngineering,,206 209
Journal of Geomatics,,206 602 607
Journal of Geophysical Research,,206 209 402 502 601 604 606 607
Journal of Geoscience Education,,206 209 502 607
Journal of Geosciences,,206 209 607
Journal of Global Drug Policy and Practice,,301 302 304
Journal of Global Ethics,,102
Journal of Global Marketing,,506
Journal of global oncology,,204 301 302 304 404 604
Journal of Global Pharma Technology,,301 302
Journal of Global South Studies,,103 502 503 505 506
Journal of Global Trends in Pharmaceutical Sciences,,204 301 302 304 402 604
Journal of Globalization and Development,,201 501 502 506
Journal of graduate medical education,,204 301 302 304
Journal of Graph Algorithms and Applications,,203 204 602 603
Journal of Graphic Novels and Comics,,105 106 107
Journal of Green Engineering,,201 206 209 402
Journal of Hacettepe Faculty of Dentistry,,302
Journal of Harbin Institute of Technology (New Series),,204 206 208 209
Journal of Health and Human Services Administration,,204 301 302 304
Journal of Health and Pollution,,209 301 302 304 402 604 605 607
Journal of Health Care Finance,,302 304
"Journal of Health, Safety and Environment",,301 302 304
Journal of healthcare protection management : publication of the International Association for Hospital Security,,204 301 304
