Title1,Title2,Humanities,Tech,Medical,Farm,Social,Science,Religion,Arts
Journal of Otolaryngology of Japan,,0,1,2,0,0,0,0,0
Journal of Paediatric Respirology and Critical Care,,0,1,2,0,0,0,0,0
Journal of Pain Management,,0,1,3,0,0,0,0,0
Journal of Pakistan Association of Dermatologists,,0,0,2,0,0,0,0,0
Journal of Parapsychology,,0,0,0,0,1,0,0,0
Journal of Parasitic Diseases,,0,0,3,0,0,1,0,0
Journal of Parasitology Research,,0,0,3,2,0,1,0,0
Journal of Pathology Informatics,,0,2,2,0,0,1,0,0
Journal of Peacebuilding and Development,,1,0,0,0,3,0,0,0
Journal of Pedagogy,,0,0,0,0,1,0,0,0
Journal of Pediatric Pharmacology and Therapeutics,,0,0,3,0,0,0,0,0
Journal of Perioperative Nursing,,0,0,1,0,0,0,0,0
Journal of perioperative practice,,0,1,2,0,0,0,0,0
Journal of Personalized Medicine,Journal of Personalized Medicine,0,1,3,0,0,0,0,0
Journal of Pharmaceutical Investigation,,0,0,1,0,0,0,0,0
Journal of Pharmaceutical Policy and Practice,,0,0,2,0,0,0,0,0
Journal of Pharmaceutical Sciences and Research,,0,0,2,0,0,1,0,0
Journal of Pharmacy and Nutrition Sciences,,0,1,2,1,0,0,0,0
Journal of Pharmacy Practice and Research,,0,0,2,0,0,0,0,0
Journal of Phenomenological Psychology,,0,0,0,0,1,0,0,0
Journal of Philosophy ARHE,,1,0,0,0,1,0,0,0
Journal of Physical Agents,,0,2,0,0,0,1,0,0
Journal of Physical Education (Maringa),,0,1,1,0,1,0,0,0
Journal of Physical Education and Sport,,0,1,2,0,1,0,0,0
Journal of Physical Science,,0,2,0,0,0,3,0,0
Journal of Physician Assistant Education,,0,0,1,0,0,0,0,0
Journal of Physics: Conference Series,,0,3,0,0,0,3,0,0
Journal of Physiology Paris,,0,1,3,1,0,1,0,0
Journal of Planning and Environment Law,,0,2,0,1,3,0,0,0
Journal of Plant Biotechnology,,0,1,2,2,0,1,0,0
Journal of Plant Protection Research,,0,1,0,2,0,1,0,0
Journal of Plant Resources and Environment,,0,1,0,2,0,1,0,0
"Journal of Policing, Intelligence and Counter Terrorism",,0,0,0,0,2,0,0,0
Journal of Political and Military Sociology,,0,0,1,0,2,0,0,0
Journal of Population and Social Studies,,2,0,2,0,3,0,0,0
Journal of Postgraduate Medical Institute,,0,1,3,0,0,0,0,0
Journal of Practical Oncology,,0,1,3,1,0,0,0,0
Journal of Practice Teaching and Learning,,0,0,3,0,1,0,0,0
Journal of Pre-College Engineering Education Research,,0,2,0,0,0,0,0,0
Journal of Preventive Medicine and Hygiene,,0,1,3,0,0,1,0,0
Journal of Preventive Medicine and Public Health,,0,1,3,0,0,0,0,0
Journal of Prime Research in Mathematics,,0,0,0,0,0,1,0,0
Journal of Promotion Management,,0,0,0,0,1,0,0,0
Journal of Prosthetics and Orthotics,,0,2,3,0,0,0,0,0
Journal of Protective Coatings and Linings,,0,4,1,0,0,1,0,0
Journal of Psychological Issues in Organizational Culture,,0,0,0,0,1,0,0,0
Journal of Public and International Affairs,,1,0,0,0,2,0,0,0
"Journal of Public Budgeting, Accounting and Financial Management",,0,0,0,0,3,0,0,0
Journal of Public Deliberation,,0,0,0,0,3,0,0,0
Journal of Punjab Academy of Forensic Medicine and Toxicology,,0,1,3,0,0,0,0,0
Journal of Punjab Studies,,1,1,0,0,2,0,0,0
Journal of Pure and Applied Microbiology,,0,1,3,3,0,1,0,0
Journal of Quality,,0,3,0,0,1,0,0,0
Journal of Quality and Reliability Engineering,,0,4,0,0,1,0,0,0
Journal of Radars,,0,2,0,0,0,1,0,0
Journal of Radiology Nursing,,0,0,1,0,0,0,0,0
Journal of Rail Transport Planning & Management,Journal of Rail Transport Planning and Management,0,2,0,0,3,1,0,0
Journal of Railway Engineering Society,,0,3,0,0,0,0,0,0
Journal of Rangeland Science,,0,0,0,1,1,1,0,0
Journal of Rare Cardiovascular Diseases,,0,1,2,0,0,0,0,0
Journal of Real Estate Literature,,0,0,1,0,2,0,0,0
Journal of Real Estate Portfolio Management,,0,0,1,0,2,0,0,0
Journal of Regional Analysis and Policy,,1,0,0,1,4,0,0,0
Journal of registry management,,0,1,2,0,0,0,0,0
Journal of Rehabilitation Research and Development,,0,1,3,0,2,0,0,0
Journal of Relationship Marketing,,0,0,0,0,1,0,0,0
Journal of Relationships Research,,0,0,1,0,1,0,0,0
Journal of Religious and Theological Information,,1,0,0,0,1,0,1,0
Journal of Remanufacturing,,0,4,0,1,1,1,0,0
Journal of Remote Sensing,,0,4,0,1,2,2,0,0
Journal of Renal Injury Prevention,Journal of Renal Injury Prevention,0,1,2,0,0,0,0,0
Journal of Reports in Pharmaceutical Sciences,,0,2,3,0,0,0,0,0
Journal of Reproduction and Infertility,,0,0,2,0,0,1,0,0
Journal of Reproductive Health and Medicine,,0,1,2,0,0,1,0,0
Journal of Research in Gender Studies,,2,0,1,0,1,0,0,0
Journal of Research on Christian Education,,1,1,0,0,2,0,1,0
Journal of Research on the Lepidoptera,,0,0,0,2,0,1,0,0
Journal of Reviews on Global Economics,,0,0,0,0,1,0,0,0
Journal of RNAi and Gene Silencing,,0,1,3,1,0,2,0,0
Journal of Rural Development,,0,0,0,0,4,0,0,0
Journal of SAFOG,,0,1,1,0,0,0,0,0
Journal of Scandinavian Studies in Criminology and Crime Prevention,,0,0,0,0,1,0,0,0
Journal of School Choice,,0,0,0,0,1,0,0,0
Journal of Science Education,,0,1,0,0,1,0,0,0
"Journal of Sciences, Islamic Republic of Iran",,0,4,2,1,1,3,0,0
Journal of Scientific Exploration,,1,5,3,1,2,3,0,0
Journal of Security and Sustainability Issues,,0,2,0,0,2,0,0,0
Journal of Septuagint and Cognate Studies,,3,0,0,0,0,0,1,0
Journal of Shanghai Jiaotong University (Medical Science),,0,1,3,0,0,1,0,0
Journal of Shanghai Jiaotong University (Science),,0,5,3,0,3,5,0,0
Journal of Sichuan University (Medical Science Edition),,0,1,2,0,0,1,0,0
Journal of Signal Transduction,,0,1,3,2,0,2,0,0
Journal of Silk,,1,2,0,0,0,0,0,0
Journal of Slavic Military Studies,,1,0,0,0,1,0,0,0
Journal of Small Business and Entrepreneurship,,0,0,0,0,1,0,0,0
Journal of Small Business Strategy,,0,0,0,0,1,0,0,0
Journal of Smooth Muscle Research,,0,1,3,1,0,1,0,0
Journal of Social and Political Psychology,,0,0,1,0,2,0,0,0
Journal of Social Research and Policy,,0,0,0,0,3,0,0,0
Journal of Social Science Education,,0,0,0,0,2,0,0,0
Journal of Social Sciences Research,,2,0,1,0,3,0,0,0
Journal of Social Structure,,0,0,1,0,4,0,0,0
Journal of Social Studies Education Research,,0,0,1,0,3,0,0,0
Journal of Social Studies Research,,0,0,1,0,4,0,0,0
"Journal of Social, Political, and Economic Studies",,1,0,0,0,5,0,0,0
Journal of Sociology and Social Welfare,,0,0,1,0,3,0,0,0
Journal of Solid Mechanics,,0,4,0,0,0,0,0,0
Journal of Solid Tumors,,0,1,3,1,0,1,0,0
Journal of Solid Waste Technology and Management,,0,4,0,0,0,1,0,0
Journal of South India Medicolegal Association,,0,0,1,0,0,0,0,0
Journal of South Pacific Law,,0,0,0,0,1,0,0,0
Journal of Southeast University (English Edition),,0,4,0,0,0,0,0,0
Journal of Spacecraft Technology,,0,1,0,0,0,1,0,0
Journal of Spanish Language Teaching,,1,0,0,0,0,0,0,0
Journal of Special Education and Rehabilitation,,0,0,2,0,1,0,0,0
Journal of special operations medicine,,0,1,3,0,0,0,0,0
Journal of Spectral Imaging,,0,3,1,2,0,2,0,0
Journal of Spinal Disorders and Techniques,,0,1,2,0,0,0,0,0
Journal of Sport and Tourism,,0,0,1,0,2,0,0,0
Journal of sport history,,2,0,1,0,0,0,0,0
Journal of Stem Cells,,0,1,3,0,0,1,0,0
Journal of Stomatology,,0,1,1,0,0,0,0,0
Journal of Strategic Security,,0,0,0,0,3,0,0,0
Journal of Structural and Construction Engineering,,0,3,0,0,0,0,0,0
Journal of Structural and Functional Genomics,,0,1,3,3,0,2,0,0
Journal of Structural Engineering (Madras),,0,4,0,0,0,0,0,0
Journal of surgical orthopaedic advances,,0,1,2,1,0,0,0,0
Journal of Sustainability Science and Management,,0,3,0,1,2,1,0,0
Journal of Sustainable Finance and Investment,,0,0,1,0,2,0,0,0
Journal of Systems and Information Technology,,0,2,0,0,1,1,0,0
Journal of Taibah University Medical Sciences,Journal of Taibah University Medical Sciences,0,1,2,0,0,0,0,0
Journal of Taiwan Society of Naval Architects and Marine Engineers,,0,3,0,0,0,0,0,0
Journal of Taxation,,0,0,0,0,1,0,0,0
Journal of Teacher Education for Sustainability,,0,1,0,0,1,0,0,0
Journal of Technical Education and Training,Journal of Technical Education and Training,0,0,0,0,1,0,0,0
Journal of Technology,,0,4,0,0,0,0,0,0
Journal of Technology and Science Education,,0,0,0,0,1,0,0,0
Journal of Technology Education,,0,2,0,0,0,0,0,0
Journal of Technology Management and Innovation,,0,1,0,0,1,0,0,0
"Journal of Technology, Management, and Applied Engineering",,0,4,0,0,1,0,0,0
Journal of Tehran University Heart Center,,0,1,2,0,0,0,0,0
Journal of Tekirdag Agriculture Faculty-Tekirdag Ziraat Fakultesi Dergisi,Journal of Tekirdag Agricultural Faculty,0,1,0,1,0,0,0,0
"Journal of Telecommunication, Electronic and Computer Engineering",,0,3,0,0,0,1,0,0
Journal of Telecommunications and Information Technology,,0,4,0,0,0,1,0,0
"Journal of Textile and Apparel, Technology and Management",,0,0,0,0,1,0,0,0
Journal of Textile Engineering,,0,3,0,0,0,1,0,0
Journal of the American College of Clinical Wound Specialists,,0,1,2,0,0,0,0,0
Journal of the American Society of Cytopathology,,0,0,2,1,0,0,0,0
Journal of the ASEAN Federation of Endocrine Societies,,0,1,3,0,0,1,0,0
Journal of the Association of Arab Universities for Basic and Applied Sciences,,0,4,3,1,0,3,0,0
Journal of the Australian and New Zealand Student Services Association,,0,0,0,0,2,0,0,0
Journal of the Australian Traditional-Medicine Society,,0,0,2,0,0,0,0,0
Journal of the Balkan Tribological Association,,0,3,0,0,0,0,0,0
Journal of the Bombay Natural History Society,,0,0,0,0,0,2,0,0
Journal of the Botanical Research Institute of Texas,,0,0,1,1,0,1,0,0
Journal of the Brazilian Computer Society,,0,2,0,0,0,1,0,0
Journal of the California Dental Association,,0,1,2,0,0,0,0,0
Journal of the Canadian Chiropractic Association,,0,0,1,0,0,0,0,0
Journal of the Canadian Urological Association,,0,1,2,0,0,1,0,0
Journal of the Chinese Cereals and Oils Association,,0,0,0,2,0,0,0,0
Journal of the Chinese Institute of Civil and Hydraulic Engineering,,0,3,0,0,0,0,0,0
Journal of the Chinese Society of Corrosion and Protection,,0,4,0,0,0,1,0,0
Journal of the Early Book Society,,3,0,0,0,0,0,0,0
Journal of the Earth and Space Physics,,0,1,0,0,0,2,0,0
Journal of the Egyptian Society of Cardio-Thoracic Surgery,,0,1,2,0,0,0,0,0
Journal of the Egyptian Society of Parasitology,,0,1,3,1,0,0,0,0
Journal of the Egyptian Women's Dermatologic Society,,0,0,3,0,0,0,0,0
Journal of the Geodetic Society of Japan,,0,2,0,0,0,1,0,0
Journal of the Geothermal Research Society of Japan,,0,1,0,0,0,1,0,0
Journal of the history of dentistry,,0,1,2,0,0,0,0,0
Journal of the Hong Kong College of Cardiology,,0,1,2,0,0,0,0,0
Journal of the IEST,,0,5,0,0,1,0,0,0
Journal of the Indian Academy of Applied Psychology,,0,0,1,0,1,0,0,0
Journal of the Indian Academy of Wood Science,Journal of the Indian Academy of Wood Science,0,2,1,2,0,1,0,0
Journal of the Indian Mathematical Society,,0,0,0,0,0,1,0,0
Journal of the Indian Medical Association,,0,1,3,0,0,0,0,0
Journal of the Indian Ocean Region,,0,2,0,0,0,1,0,0
Journal of the Indian Society of Pedodontics and Preventive Dentistry,,0,0,1,0,0,0,0,0
Journal of the Indian Society of Soil Science,,0,1,0,1,0,1,0,0
Journal of the Institute of Electrical Engineers of Japan,,0,3,0,0,0,0,0,0
"Journal of the Institute of Electronics, Information and Communication Engineers",,0,2,0,0,0,0,0,0
Journal of the Institute of Image Electronics Engineers of Japan,,0,3,0,0,0,1,0,0
Journal of The Institution of Engineers (India): Series A,,0,3,0,1,0,0,0,0
Journal of The Institution of Engineers (India): Series B,,0,2,0,0,0,1,0,0
Journal of The Institution of Engineers (India): Series C,,0,5,0,0,0,0,0,0
Journal of The Institution of Engineers (India): Series D,,0,5,0,0,0,0,0,0
Journal of The Institution of Engineers (India): Series E,,0,3,0,0,0,1,0,0
Journal of the Intensive Care Society,,0,1,2,0,0,0,0,0
Journal of the International Academy of Periodontology,,0,1,2,0,0,0,0,0
Journal of the International Association of Providers of AIDS Care,,0,1,3,0,0,0,0,0
Journal of the International Society for Southeast Asian Agricultural Sciences,,0,0,0,1,0,0,0,0
Journal of the Irish Dental Association,,0,1,2,0,0,0,0,0
Journal of the Japan Diabetes Society,,0,1,2,1,0,1,0,0
Journal of the Japan Epilepsy Society,,0,1,2,0,0,1,0,0
Journal of the Japan Research Association for Textile End-Uses,,0,1,0,0,0,0,0,0
Journal of the Korean Society for Precision Engineering,,0,5,0,0,0,0,0,0
Journal of the Korean Society for Railway,,0,3,0,0,2,0,0,0
Journal of the Korean Society of Clothing and Textiles,,0,2,0,0,0,1,0,0
Journal of the Korean Society of Food Science and Nutrition,,0,0,2,4,0,0,0,0
"Journal of the Korean Society of Surveying, Geodesy, Photogrammetry and Cartography",,0,2,0,0,1,1,0,0
Journal of the Korean Wood Science and Technology,,0,2,0,0,0,0,0,0
Journal of the Malaysian Branch of the Royal Asiatic Society,,2,0,0,0,0,0,0,0
Journal of the Malta College of Pharmacy Practice,,0,0,1,0,0,0,0,0
Journal of the Massachusetts Dental Society,,0,1,2,0,0,0,0,0
Journal of the Mechanical Behavior of Materials,,0,3,0,0,0,0,0,0
Journal of the Medical Association of Georgia,,0,1,3,0,0,0,0,0
Journal of the Medical Association of Thailand = Chotmaihet thangphaet,,0,1,3,0,0,0,0,0
Journal of the Medical Society of Toho University,,0,1,2,0,0,0,0,0
Journal of the Middle East and Africa,,3,0,0,0,3,0,0,0
Journal of the Mississippi State Medical Association,,0,1,3,0,0,0,0,0
Journal of the National Cancer Institute. Monographs,,0,1,3,0,0,1,0,0
Journal of the National Institute of Information and Communications Technology,,0,2,0,0,0,1,0,0
Journal of the New England Water Works Association,,0,2,0,1,0,1,0,0
Journal of the New Jersey Dental Association,,0,1,2,0,0,0,0,0
Journal of the North Atlantic,,1,0,0,0,0,0,0,0
Journal of the Operations Research Society of Japan,,0,2,0,0,2,1,0,0
Journal of the Optical Society of Korea,,0,2,0,0,0,1,0,0
Journal of the Royal Naval Medical Service,,0,1,3,0,0,0,0,0
Journal of the Saudi Society of Agricultural Sciences,,0,0,0,2,0,0,0,0
Journal of the Social Sciences,,0,0,1,0,4,0,0,0
"Journal of the Society of Powder Technology, Japan",,0,3,1,0,0,0,0,0
Journal of the Southeast Asian Linguistics Society,,1,0,0,0,0,0,0,0
Journal of the Textile Association,,0,1,0,0,0,0,0,0
Journal of the University of Malaya Medical Centre,,0,1,2,0,0,0,0,0
Journal of the Vacuum Society of Japan,,0,4,0,0,0,3,0,0
Journal of the Virtual Explorer,,0,1,0,0,0,1,0,0
Journal of the Wakayama Medical Society,,0,1,3,0,0,0,0,0
Journal of Theoretical and Applied Information Technology,,0,1,0,0,0,1,0,0
Journal of Thermodynamics,,0,3,1,1,0,3,0,0
Journal of Thermoelectricity,,0,4,1,0,0,2,0,0
Journal of Third World Studies,,1,1,1,0,2,0,0,0
Journal of Threatened Taxa,,0,0,0,1,0,1,0,0
Journal of Tianjin Polytechnic University,,0,3,0,0,0,0,0,0
Journal of Tokyo Medical University,,0,1,2,0,0,0,0,0
Journal of Tort Law,,0,0,0,0,1,0,0,0
Journal of Tourism History,Journal of Tourism History,2,1,1,0,2,0,0,0
Journal of Traditional and Complementary Medicine,,0,1,2,0,0,0,0,0
Journal of Traditional Chinese Medical Sciences,,0,0,2,0,0,0,0,0
Journal of Traffic and Transportation Engineering,,0,3,0,0,0,0,0,0
Journal of Transatlantic Studies,,1,0,0,0,2,0,0,0
Journal of Transnational American Studies,,3,0,0,0,0,0,0,0
Journal of Transnational Management,,0,0,0,0,1,0,0,0
Journal of Trauma Management and Outcomes,,0,0,2,0,0,0,0,0
Journal of Tropical Agriculture,,0,0,0,1,0,0,0,0
Journal of Trust Research,,0,0,1,0,2,0,0,0
Journal of Turkish Science Education,,0,0,1,0,0,0,0,0
Journal of Uncertain Systems,,0,3,0,0,0,2,0,0
Journal of University of Science and Technology of China,,0,3,0,0,0,0,0,0
Journal of UOEH,,0,1,3,0,0,0,0,0
Journal of Urban and Environmental Engineering,,0,3,0,1,1,0,0,0
Journal of Urban Regeneration and Renewal,,0,1,0,0,3,0,0,0
Journal of Urbanism,,0,2,0,0,3,0,0,0
Journal of Validation Technology,,0,4,1,0,1,0,0,0
Journal of Veterinary Clinics,,0,0,0,2,0,0,0,0
Journal of Veterinary Research,,0,0,0,2,0,0,0,0
Journal of Visual Art Practice,,2,0,0,0,0,0,0,0
Journal of Water and Environment Technology,,0,3,1,1,0,3,0,0
Journal of Water and Land Development,,0,3,0,1,2,2,0,0
Journal of Water Supply: Research and Technology - AQUA,,0,2,1,0,0,3,0,0
Journal of Wealth Management,,0,0,0,0,1,0,0,0
Journal of Wetland Archaeology,,1,0,0,0,0,0,0,0
Journal of Wildlife Rehabilitation,,0,0,0,0,0,1,0,0
Journal of Wind Engineering,,0,2,0,0,0,0,0,0
Journal of Wine Research,,0,0,1,2,0,0,0,0
"Journal of Wireless Mobile Networks, Ubiquitous Computing, and Dependable Applications",,0,3,0,0,0,1,0,0
Journal of Women and Minorities in Science and Engineering,,1,1,1,0,1,0,0,0
Journal of World's Poultry Research,,0,0,0,3,0,0,0,0
Journal of Writing in Creative Practice,,1,0,0,0,1,0,0,0
Journal of WSCG,,0,2,0,0,0,2,0,0
Journal of Xi'an Jiaotong University (Medical Sciences),,0,1,2,0,0,0,0,0
Journal of Youth and Theology,,0,0,0,0,1,0,1,0
Journal of Zanjan University of Medical Sciences and Health Services,,0,1,2,0,0,0,0,0
"Journal of Zhejiang University, Science Edition",,0,5,2,1,1,4,0,0
Journal on Chain and Network Science,,0,2,0,0,0,0,0,0
Journal on European History of Law,,1,0,0,0,2,0,0,0
"Journal, Indian Academy of Clinical Medicine",,0,1,3,0,0,0,0,0
Journalism & communication monographs,,0,0,0,0,1,0,0,0
Journalism and Mass Communication Educator,,0,0,0,0,1,0,0,0
Journals of Intellectual Property Rights,,0,0,0,0,2,0,0,0
JP Journal of Heat and Mass Transfer,,0,3,0,0,0,1,0,0
JPRAS Open,,0,1,2,0,0,0,0,0
"JPT, Journal of Petroleum Technology",,0,2,0,0,0,1,0,0
Judicature,,0,0,0,0,2,0,0,0
Juncture,,1,0,1,0,4,0,0,0
Juridicas,,0,0,0,0,2,0,0,0
Jurnal Ekonomi Malaysia,,0,0,0,0,2,0,0,0
Jurnal Infektologii,,0,0,2,0,0,1,0,0
Jurnal Pendidikan IPA Indonesia,,0,0,0,0,2,0,0,0
Jurnal Pengurusan,,0,0,0,0,1,0,0,0
Jusletter IT,,0,0,0,0,2,1,0,0
Kadmos,,2,0,0,0,0,0,0,0
Kaibogaku zasshi. Journal of anatomy,,0,1,3,0,0,0,0,0
Kairos,,0,0,2,0,0,0,0,0
Kaku igaku. The Japanese journal of nuclear medicine,,0,1,3,0,0,0,0,0
Kang T'ieh/Iron and Steel (Peking),,0,3,0,0,0,0,0,0
Kansenshogaku zasshi. The Journal of the Japanese Association for Infectious Diseases,,0,1,3,0,0,0,0,0
Kappa Delta Pi Record,,0,0,0,0,2,0,0,0
Kardiologicka Revue,,0,1,2,0,0,0,0,0
Kardiologija v Belarusi,,0,1,2,0,0,0,0,0
Kardiovaskulare Medizin,,0,1,2,0,0,0,0,0
Karstenia,,0,0,2,1,0,1,0,0
Kartografija i Geoinformacije,,0,1,0,0,1,1,0,0
Kartographische Nachrichten,,0,1,0,0,1,1,0,0
Kasetsart Journal - Social Sciences,,0,0,1,0,4,0,0,0
Kasmera,,0,0,2,0,0,0,0,0
Kathmandu University medical journal (KUMJ),,0,1,2,0,0,0,0,0
Keel ja Kirjandus,,2,0,0,0,0,0,0,0
Keikinzoku Yosetsu/Journal of Light Metal Welding and Construction,,0,3,0,0,0,0,0,0
Keikinzoku/Journal of Japan Institute of Light Metals,,0,4,0,0,0,0,0,0
KEIO JOURNAL OF MEDICINE,Keio Journal of Medicine,0,1,3,0,0,0,0,0
Kekkaku,,0,1,3,0,0,0,0,0
Kemanusiaan,,3,0,0,0,1,0,0,0
Kentucky nurse,,0,1,1,0,0,0,0,0
Kepes,,2,0,0,0,0,0,0,0
Keramische Zeitschrift,,2,3,0,0,0,0,0,0
Kervan,,2,0,0,0,0,0,0,0
Kerygma und Dogma,,1,0,0,0,1,0,1,0
"Kexue tongbao, Scientia",,0,5,2,0,1,1,0,0
Khimiya Rastitel'nogo Syr'ya,,0,2,1,1,0,0,0,0
Khirurgiia,,0,1,2,0,0,0,0,0
Khirurgiya,,0,1,2,0,0,0,0,0
Kinderanalyse,,0,0,2,0,0,0,0,0
Kinderkrankenschwester : Organ der Sektion Kinderkrankenpflege / Deutsche Gesellschaft für Sozialpadiatrie und Deutsche Gesellschaft für Kinderheilkunde,,0,1,2,0,0,0,0,0
Kinesiology Review,,0,0,3,0,0,0,0,0
Kinesitherapie,,0,1,3,0,0,0,0,0
King's Law Journal,,0,0,0,0,1,0,0,0
"Kinoshi Kenkyu Kaishi/Annals of the High Performance Paper Society, Japan",,0,2,0,1,0,0,0,0
Kirchliche Zeitgeschichte,,3,0,0,0,1,0,1,0
Kitakanto Medical Journal,,0,1,3,0,0,0,0,0
Klinichescheskaya Laboratornaya Diagnostika,,0,1,3,0,0,0,0,0
Klinicheskaia khirurgiia,,0,1,2,0,0,0,0,0
Klinicheskaya Meditsina,,0,1,3,0,0,0,0,0
Klinicka Biochemie a Metabolismus,,0,1,3,1,0,0,0,0
Klinicka Farmakologie a Farmacie,,0,0,3,1,0,0,0,0
Klinicka Imunologia a Alergologia,,0,0,3,0,0,0,0,0
Klinicka Mikrobiologie a Infekcni Lekarstvi,,0,1,3,0,0,0,0,0
Klinicka Onkologie,,0,1,3,0,0,0,0,0
Klinik Psikofarmakoloji Bulteni,,0,0,3,0,0,0,0,0
Klinika Oczna,,0,1,3,0,0,0,0,0
Klinikarzt,,0,1,3,0,0,0,0,0
Klio,,3,0,0,0,0,0,0,0
Knowledge Cultures,,4,0,0,0,2,0,0,0
Knowledge Management,,0,1,0,0,1,0,0,0
Kobe Journal of Medical Sciences,,0,1,3,0,0,0,0,0
Kobunshi,,0,1,1,0,0,0,0,0
Kodikas/Code: Ars Semiotica,,2,0,0,0,0,0,0,0
Koers,,2,0,0,0,1,0,0,0
"Kokubyo Gakkai zasshi. The Journal of the Stomatological Society, Japan",,0,1,2,0,0,0,0,0
Kongqi Donglixue Xuebao/Acta Aerodynamica Sinica,,0,4,0,0,0,1,0,0
Kongzhi Lilun Yu Yinyong/Control Theory and Applications,,0,2,0,0,0,0,0,0
