Journal,Humanities,Technology,Medical,Farm,Social,Science,Religion,Arts
international journal of business science and applied management,0,0,0,0,1,0,0,0
international journal of cancer research,0,1,3,1,0,2,0,0
international journal of cancer research and prevention,0,1,3,0,0,1,0,0
international journal of caring sciences,0,0,1,0,0,0,0,0
international journal of cell biology,0,1,3,2,0,1,0,0
international journal of child and adolescent health,0,0,3,0,1,0,0,0
international journal of child computer interaction,0,2,0,0,1,1,0,0
international journal of china studies,1,0,0,0,3,0,0,0
international journal of chinese education,0,0,0,0,2,0,0,0
"international journal of circuits, systems and signal processing",0,3,0,0,0,1,0,0
"international journal of civic, political, and community studies",0,0,0,0,2,0,0,0
international journal of civil engineering and technology,0,3,0,0,1,0,0,0
international journal of climate change impacts and responses,0,1,0,1,0,1,0,0
international journal of clinical acupuncture,0,0,2,0,0,0,0,0
international journal of clinical dentistry,0,0,1,0,0,0,0,0
international journal of cloud computing,0,2,0,0,0,0,0,0
international journal of coal science and technology,0,4,0,0,0,1,0,0
"international journal of cognitive research in science, engineering and education",0,2,2,0,0,1,0,0
international journal of comadem,0,5,1,2,0,0,0,0
international journal of communication and linguistic studies,1,0,0,0,1,0,0,0
international journal of communication networks and information security,0,0,0,0,0,1,0,0
international journal of community based nursing and midwifery,0,0,2,0,0,0,0,0
international journal of community diversity,1,0,0,0,1,0,0,0
international journal of computational biology and drug design,0,2,2,0,0,1,0,0
international journal of computational geometry and applications,0,1,0,0,0,2,0,0
international journal of computational materials science and surface engineering,0,8,0,0,0,1,0,0
international journal of computational vision and robotics,0,4,0,0,0,1,0,0
international journal of computer aided engineering and technology,0,6,0,0,0,0,0,0
international journal of computer information systems and industrial management applications,0,3,0,0,1,0,0,0
international journal of computer networks and communications,0,0,0,0,0,1,0,0
international journal of computer science and applications,0,3,0,0,0,1,0,0
international journal of computer science in sport,0,3,2,0,0,1,0,0
international journal of computers and applications,0,3,0,0,0,1,0,0
international journal of computing,0,3,0,0,0,0,0,0
international journal of construction education and research,0,4,0,0,0,0,0,0
international journal of construction supply chain management,0,3,0,0,1,0,0,0
international journal of contemporary iraqi studies,1,0,1,0,2,0,0,0
international journal of control and automation,0,3,0,0,0,0,0,0
international journal of critical computer based systems,0,2,0,0,0,1,0,0
international journal of critical cultural studies,3,1,0,0,1,0,0,0
international journal of critical illness and injury science,0,1,3,0,0,0,0,0
international journal of culture and mental health,1,0,2,0,1,0,0,0
international journal of current pharmaceutical research,0,0,1,0,0,0,0,0
"international journal of cyber behavior, psychology and learning",0,0,0,0,2,0,0,0
international journal of dairy science,0,0,0,4,0,0,0,0
international journal of data analysis techniques and strategies,0,2,0,0,3,2,0,0
international journal of database theory and application,0,2,0,0,0,1,0,0
international journal of design and nature and ecodynamics,0,5,0,1,0,1,0,0
international journal of design education,1,1,0,0,0,0,0,0
international journal of design in society,1,1,0,0,1,0,0,0
international journal of design management and professional practice,0,0,0,0,1,0,0,0
international journal of design sciences and technology,0,7,0,0,0,0,0,0
international journal of designed objects,1,1,0,0,0,0,0,0
international journal of development and conflict,1,0,1,0,5,0,0,0
international journal of development issues,0,1,0,0,5,0,0,0
international journal of developmental sciences,0,1,3,0,2,1,0,0
international journal of digital accounting research,0,1,0,0,0,0,0,0
international journal of disability management,0,0,3,0,1,0,0,0
international journal of diverse identities,1,0,1,0,1,0,0,0
international journal of diversity in education,1,0,0,0,1,0,0,0
"international journal of diversity in organisations, communities and nations",1,0,0,0,2,0,0,0
international journal of doctoral studies,0,0,0,0,2,0,0,0
international journal of dream research,0,0,0,0,1,0,0,0
international journal of drug delivery technology,0,1,2,0,0,0,0,0
international journal of dynamics and control,0,6,0,0,2,2,0,0
international journal of early childhood,0,0,0,0,3,0,0,0
international journal of early childhood learning,0,0,0,0,2,0,0,0
international journal of ebusiness and egovernment studies,0,1,0,0,1,1,0,0
international journal of ecology,0,3,1,4,0,1,0,0
international journal of economic policy in emerging economies,0,0,0,0,2,0,0,0
international journal of economics and business research,0,0,0,0,2,0,0,0
international journal of economics and management,0,0,0,0,2,0,0,0
international journal of education economics and development,0,0,0,0,2,0,0,0
international journal of educational organization and leadership,0,0,0,0,2,0,0,0
international journal of electrical and computer engineering,0,3,0,0,0,1,0,0
international journal of electrical and electronic engineering and telecommunications,0,3,0,0,0,0,0,0
international journal of electrical engineering,0,2,0,0,0,0,0,0
international journal of electronic business,0,1,0,0,1,1,0,0
international journal of electronic commerce studies,0,1,0,0,0,1,0,0
international journal of electronic customer relationship management,0,0,0,0,1,0,0,0
international journal of electronic finance,0,1,0,0,2,0,0,0
international journal of electronic governance,0,1,0,0,2,0,0,0
international journal of electronic healthcare,0,2,2,0,0,0,0,0
international journal of electronic marketing and retailing,0,0,0,0,2,0,0,0
international journal of electronics letters,0,3,0,0,0,0,0,0
international journal of embedded and real time communication systems,0,2,0,0,0,1,0,0
international journal of emergency mental health,0,0,2,0,0,0,0,0
international journal of energy economics and policy,0,1,0,0,1,1,0,0
international journal of energy for a clean environment,0,6,0,1,0,1,0,0
international journal of energy technology and policy,0,2,0,0,0,1,0,0
"international journal of energy, environment and economics",0,3,0,1,1,3,0,0
international journal of engineering and technology(uae),0,7,2,2,0,1,0,0
international journal of engineering research and technology,0,8,1,2,0,1,0,0
international journal of enterprise network management,0,2,0,0,1,0,0,0
international journal of entrepreneurship,0,0,0,0,1,0,0,0
international journal of entrepreneurship and innovation management,0,0,0,0,1,0,0,0
international journal of entrepreneurship and small business,0,0,0,0,1,0,0,0
international journal of environment and health,0,2,3,1,0,2,0,0
international journal of environment and waste management,0,3,0,2,1,2,0,0
"international journal of environment, workplace and employment",0,0,0,0,1,0,0,0
international journal of environmental sciences,0,3,0,2,0,2,0,0
international journal of environmental studies,0,3,0,1,1,3,0,0
international journal of environmental sustainability,0,2,0,2,1,3,0,0
international journal of epilepsy,0,1,3,0,0,0,0,0
international journal of e services and mobile applications,0,2,0,0,1,1,0,0
international journal of euro mediterranean studies,0,1,0,0,4,0,0,0
"international journal of fashion design, technology and education",1,1,0,0,0,0,0,0
international journal of fluid machinery and systems,0,5,0,0,0,0,0,0
international journal of food science,0,1,2,4,0,0,0,0
international journal of food studies,0,0,1,4,0,0,0,0
international journal of foresight and innovation policy,0,0,0,0,1,0,0,0
international journal of forestry research,0,0,0,2,0,1,0,0
international journal of fuzzy system applications,0,3,0,0,0,1,0,0
"international journal of gas turbine, propulsion and power systems",0,3,0,0,0,0,0,0
international journal of geoinformatics,0,4,0,0,1,2,0,0
international journal of global environmental issues,0,2,0,1,1,0,0,0
international journal of globalisation and small business,0,0,0,0,1,0,0,0
international journal of green economics,0,0,0,0,1,0,0,0
international journal of green pharmacy,0,0,2,1,0,0,0,0
international journal of health science,0,1,4,0,0,0,0,0
international journal of hematologic oncology,0,1,3,0,0,1,0,0
international journal of hematology oncology and stem cell research,0,1,3,0,0,1,0,0
international journal of high dilution research,0,0,1,0,0,0,0,0
international journal of high performance computing and networking,0,2,0,0,0,1,0,0
international journal of high performance systems architecture,0,2,0,0,0,1,0,0
international journal of high risk behaviors and addiction,0,1,3,0,1,0,0,0
international journal of high speed electronics and systems,0,3,0,0,0,0,0,0
international journal of high rise buildings,0,3,0,0,0,0,0,0
international journal of hospitality and tourism systems,0,1,1,0,2,0,0,0
international journal of human factors and ergonomics,0,2,0,0,2,0,0,0
international journal of human resources development and management,0,0,0,0,1,0,0,0
international journal of humanities education,2,0,0,0,1,0,0,0
international journal of hybrid information technology,0,2,0,0,0,1,0,0
international journal of hydrology science and technology,0,3,0,1,0,1,0,0
international journal of industrial and systems engineering,0,4,0,0,1,0,0,0
international journal of industrial engineering and management,0,3,0,0,1,0,0,0
international journal of industrial engineering computations,0,4,0,0,0,0,0,0
international journal of infertility and fetal medicine,0,1,2,0,0,1,0,0
international journal of information and communication technology,0,2,0,0,1,1,0,0
international journal of information and computer security,0,4,0,0,1,1,0,0
international journal of information and decision sciences,0,2,0,0,2,1,0,0
international journal of information and management sciences,0,4,0,0,1,0,0,0
international journal of information quality,0,2,0,0,1,1,0,0
international journal of information science and management,0,1,0,0,2,1,0,0
international journal of information systems and change management,0,1,0,0,1,0,0,0
international journal of information technology and management,0,3,0,0,1,1,0,0
international journal of innovation in science and mathematics education,0,0,0,0,2,0,0,0
"international journal of innovation, creativity and change",1,1,0,0,2,0,0,0
international journal of innovative computing and applications,0,2,0,0,0,1,0,0
international journal of integrated supply management,0,0,0,0,1,0,0,0
international journal of intellectual property management,0,0,0,0,2,0,0,0
international journal of intelligent engineering and systems,0,5,0,0,0,0,0,0
international journal of intelligent enterprise,0,1,0,0,1,0,0,0
international journal of intelligent information and database systems,0,2,0,0,1,1,0,0
international journal of intelligent systems and applications,0,5,0,0,1,2,0,0
international journal of intelligent systems technologies and applications,0,2,0,0,0,1,0,0
international journal of interactive mobile technologies,0,4,0,0,0,1,0,0
international journal of interdisciplinary civic and political studies,0,0,0,0,3,0,0,0
international journal of interdisciplinary cultural studies,2,0,0,0,1,0,0,0
international journal of interdisciplinary educational studies,0,1,0,0,2,0,0,0
international journal of interdisciplinary environmental studies,0,2,0,2,3,2,0,0
international journal of interdisciplinary global studies,0,0,1,0,5,0,0,0
international journal of interdisciplinary organizational studies,0,0,0,0,2,0,0,0
international journal of interdisciplinary social and community studies,1,0,0,0,2,0,0,0
international journal of interdisciplinary studies in communication,0,0,0,0,2,0,0,0
"international journal of interferon, cytokine and mediator research",0,1,3,1,0,1,0,0
international journal of internet manufacturing and services,0,4,0,0,1,1,0,0
international journal of internet marketing and advertising,0,0,0,0,1,0,0,0
international journal of internet technology and secured transactions,0,2,0,0,0,1,0,0
international journal of jungian studies,0,0,1,0,1,0,0,0
international journal of knowledge management studies,0,2,0,0,2,1,0,0
"international journal of knowledge, culture and change management",0,0,0,0,1,0,0,0
international journal of language and culture,5,1,1,0,2,0,0,0
international journal of law in the built environment,0,1,0,1,3,0,0,0
international journal of learner diversity and identities,1,0,0,0,1,0,0,0
international journal of learning,0,0,0,0,2,0,0,0
international journal of learning and change,0,0,0,0,1,0,0,0
international journal of learning and intellectual capital,0,0,0,0,1,0,0,0
international journal of learning in higher education,0,0,0,0,1,0,0,0
international journal of life sciences biotechnology and pharma research,0,1,3,0,0,1,0,0
international journal of listening,0,0,1,0,1,0,0,0
international journal of literacies,0,0,0,0,2,0,0,0
international journal of literary humanities,1,0,0,0,0,0,0,0
international journal of logistics systems and management,0,3,0,0,3,0,0,0
international journal of low radiation,0,0,3,0,0,1,0,0
international journal of machine learning and computing,0,3,0,0,2,1,0,0
international journal of machining and machinability of materials,0,4,0,0,0,0,0,0
international journal of management and business research,0,0,0,0,1,0,0,0
international journal of management and decision making,0,1,0,0,1,0,0,0
international journal of management and enterprise development,0,1,0,0,1,0,0,0
international journal of management in education,0,0,0,0,2,0,0,0
international journal of management practice,0,0,0,0,1,0,0,0
international journal of manufacturing research,0,4,0,0,0,0,0,0
international journal of manufacturing technology and management,0,3,0,0,1,0,0,0
international journal of marketing semiotics,1,0,0,0,2,0,0,0
international journal of materials and structural integrity,0,5,0,0,0,1,0,0
international journal of materials engineering innovation,0,4,0,0,0,1,0,0
international journal of mathematical modelling and numerical optimisation,0,5,0,0,0,2,0,0
"international journal of mathematical, engineering and management sciences",0,5,0,0,1,1,0,0
international journal of mathematics and mathematical sciences,0,0,0,0,0,1,0,0
international journal of mathematics in operational research,0,3,0,0,2,2,0,0
international journal of mechanical and mechatronics engineering,0,4,0,0,0,0,0,0
international journal of mechanical and production engineering research and development,0,4,0,0,0,0,0,0
international journal of mechanical engineering and robotics research,0,4,0,0,0,0,0,0
international journal of mechanical engineering and technology,0,5,0,0,0,0,0,0
international journal of mechanical engineering education,0,3,0,0,0,0,0,0
international journal of mechanics,0,2,0,0,0,1,0,0
international journal of mechanics and control,0,4,0,0,0,0,0,0
international journal of mechatronics and applied mechanics,0,3,0,0,0,1,0,0
international journal of mechatronics and automation,0,4,0,0,0,0,0,0
international journal of mechatronics and manufacturing systems,0,5,0,0,0,0,0,0
international journal of medical engineering and informatics,0,4,3,0,0,0,0,0
international journal of medical toxicology and legal medicine,0,1,3,1,0,0,0,0
international journal of men's health,0,0,3,0,0,0,0,0
"international journal of metadata, semantics and ontologies",0,2,0,0,1,1,0,0
international journal of metrology and quality engineering,0,4,0,0,1,0,0,0
international journal of microbiology,0,1,3,1,0,1,0,0
international journal of microsimulation,0,5,0,0,1,1,0,0
international journal of microstructure and materials properties,0,4,0,0,0,2,0,0
international journal of microwave and optical technology,0,4,0,0,0,1,0,0
international journal of microwave science and technology,0,5,0,0,0,1,0,0
international journal of mineral processing,0,3,0,0,0,0,0,0
international journal of mining and mineral engineering,0,4,0,0,0,0,0,0
international journal of mobile learning and organisation,0,2,0,0,1,0,0,0
international journal of mobile network design and innovation,0,2,0,0,1,0,0,0
international journal of modelling and simulation,0,7,0,0,1,0,0,0
international journal of modern manufacturing technologies,0,4,0,0,0,0,0,0
international journal of molecular imaging,0,1,2,0,0,0,0,0
international journal of monetary economics and finance,0,0,0,0,1,0,0,0
international journal of ms care,0,1,2,0,0,0,0,0
international journal of multicriteria decision making,0,1,0,0,1,1,0,0
international journal of nano and biomaterials,0,6,3,2,0,2,0,0
international journal of nanomanufacturing,0,2,0,0,0,1,0,0
international journal of nanomechanics science and technology,0,3,0,0,0,1,0,0
international journal of nanoparticles,0,5,0,1,0,2,0,0
international journal of navigation and observation,0,2,0,0,1,1,0,0
international journal of networking and virtual organisations,0,3,0,0,1,0,0,0
international journal of nuclear energy science and technology,0,2,0,0,0,1,0,0
international journal of nursing education,0,0,1,0,0,0,0,0
international journal of nursing education scholarship,0,0,1,0,0,0,0,0
"international journal of nutrition, pharmacology, neurological diseases",0,1,3,1,0,0,0,0
international journal of one health,0,0,3,0,0,0,0,0
international journal of open source software and processes,0,1,0,0,0,1,0,0
international journal of operational research,0,2,0,0,1,1,0,0
international journal of operations and quantitative management,0,2,0,0,1,0,0,0
international journal of optimization and control theories and applications,0,3,0,0,0,2,0,0
international journal of organization theory and behavior,0,0,1,0,2,0,0,0
international journal of organizational diversity,1,0,0,0,2,0,0,0
international journal of orthodontics,0,1,3,0,0,0,0,0
international journal of osteoporosis and metabolic disorders,0,1,3,0,0,1,0,0
international journal of pavement research and technology,0,4,0,0,0,0,0,0
international journal of pedagogy and curriculum,0,0,0,0,1,0,0,0
international journal of pediatrics and adolescent medicine,0,1,2,0,0,0,0,0
international journal of peptides,0,1,2,4,0,2,0,0
international journal of performability engineering,0,5,0,0,1,0,0,0
international journal of performance arts and digital media,2,0,0,0,1,0,0,0
international journal of pharma medicine and biological sciences,0,1,3,2,0,2,0,0
international journal of pharmaceutical compounding,0,1,2,0,0,0,0,0
international journal of pharmaceutical quality assurance,0,0,1,0,0,0,0,0
international journal of plant biology,0,0,1,2,0,1,0,0
international journal of plant genomics,0,1,2,3,0,1,0,0
international journal of plasma environmental science and technology,0,4,0,1,0,1,0,0
international journal of play,2,0,0,0,1,0,0,0
international journal of play therapy,0,0,2,0,1,0,0,0
international journal of postharvest technology and innovation,0,0,0,2,0,0,0,0
international journal of poultry science,0,0,0,3,0,0,0,0
international journal of power and energy conversion,0,2,0,0,0,1,0,0
international journal of power electronics,0,2,0,0,0,0,0,0
